name,category,latitude,longitude
Bliss 46 Bistro,restaurant,40.743505,-73.9187481
1 Buen Sabor,restaurant,40.7435189,-73.919231
Oki,restaurant,40.7435018,-73.9190873
Future Ramen,restaurant,40.7433836,-73.9180652
El Pilón,restaurant,40.7433755,-73.9179937
The Skillman,restaurant,40.7464624,-73.9181948
The Copper Kettle,restaurant,40.7459273,-73.9135566
Claret Wine Bar,bar,40.7464253,-73.9178829
Sanger Hall,bar,40.7461491,-73.9154379
Newa Chhe,restaurant,40.743753,-73.9212418
The Lowery,bar,40.7450823,-73.920947
Romanian Garden,restaurant,40.7450734,-73.9208719
The Spot Café,cafe,40.7450262,-73.9204706
Cardamom,restaurant,40.7438925,-73.9212315
Ariyoshi,restaurant,40.743943,-73.9228755
Soleluna,restaurant,40.7440886,-73.9240669
Bon Cafe & Restaurant,cafe,40.7439034,-73.922528
Zirve Grill,restaurant,40.7438597,-73.9221402
Tropical Smoothie Cafe,cafe,40.7442404,-73.9254492
TJ Asian Bistro,restaurant,40.7461768,-73.9135455
Sumnima Kitchen,restaurant,40.7463499,-73.9000036
What The Fish,restaurant,40.7539069,-73.9146306
Lenny's,restaurant,40.7340196,-73.9990241
Dar Lbahja,restaurant,40.7609525,-73.9090442
Café Renis,cafe,40.7609317,-73.9089978
The Brewery,bar,40.7601261,-73.9072703
Daybreak Grill,cafe,40.7548464,-73.9166408
Piccola Venezia,restaurant,40.7647283,-73.911783
Napoli's Bistro,restaurant,40.7633955,-73.9130465
Ma LaLa Chinese,restaurant,40.7629864,-73.9133499
Ddee Thai,restaurant,40.7629054,-73.9131802
Taco Veloz,restaurant,40.7555033,-73.9271504
Tacuba,restaurant,40.7560216,-73.9245423
Sunswick,bar,40.7565734,-73.9254957
El Mero Mero,restaurant,40.754011,-73.9239485
Thai 36,restaurant,40.7545497,-73.9257025
SVL Souvlaki Bar,restaurant,40.7564758,-73.9208408
Shawarma Spot,restaurant,40.7561132,-73.9211347
Mar's,restaurant,40.7583544,-73.9241302
Monika's Cafe Bar,cafe,40.7576335,-73.9224942
Círculo Español,restaurant,40.7586167,-73.9179393
Teamakers,cafe,40.7590916,-73.9187165
Tacoshi,restaurant,40.7583835,-73.9174536
Lotus1 Vietnamese,restaurant,40.7607289,-73.9155239
Gyro Uno pizzeria restaurant café,restaurant,40.7653156,-73.9136575
Riviera Maya,restaurant,40.7648522,-73.9144015
Kinship Coffee Cooperative,cafe,40.763595,-73.9150423
Le Petit Pêcheur,restaurant,40.7636888,-73.9142419
Comfort Land,restaurant,40.7638484,-73.914589
Duzan,restaurant,40.7686236,-73.9109508
Sands of Persia,cafe,40.7677861,-73.9116338
Gyro World Astoria,restaurant,40.7648691,-73.9173484
ASAP! Pizza,restaurant,40.766241,-73.9149999
Chip City,cafe,40.7656278,-73.9192526
Kung Fu Tea,cafe,40.765578,-73.9192929
Halsey's Tavern,bar,40.7637379,-73.9215788
Coffee Lab,cafe,40.7627789,-73.9204923
Favella Grill,restaurant,40.7673366,-73.9179699
Mela Pizza,restaurant,40.7676435,-73.9206227
Gilbey's of Astoria,bar,40.7616422,-73.9243893
Boulis Cafe,restaurant,40.7646039,-73.9236121
The Grand 35th Avenue Diner,restaurant,40.7585537,-73.929091
Bellucci Pizza,restaurant,40.7676954,-73.9234307
Wake Cup,restaurant,40.767651,-73.9233348
Eastern Chinese Restaurant,restaurant,40.7656735,-73.9308223
Samaria Pizza,restaurant,40.7656552,-73.9307824
Rosa’s Pizza,restaurant,40.7671318,-73.9297972
Kelly's Bar,bar,40.7656185,-73.9266491
Malagueta,restaurant,40.7578849,-73.9321866
Aladdin Sweets and Restaurant,restaurant,40.7571637,-73.931277
Sabrosura Mexican Restaurant,restaurant,40.7570898,-73.9311189
Cali Bun,restaurant,40.7588059,-73.934788
Mia,restaurant,40.7711493,-73.9265695
New King Wah,restaurant,40.771989,-73.9258117
Roti Boti,restaurant,40.7718909,-73.9259717
Glasserie,restaurant,40.737712,-73.9561289
Riverview,restaurant,40.7439958,-73.9586344
Spice,restaurant,40.7441929,-73.9534569
Dorian Cafe,restaurant,40.7427676,-73.9538441
Casa Enrique,restaurant,40.7433617,-73.9542277
Niforos Corner,restaurant,40.7612651,-73.9401281
Coffee Shop,restaurant,40.75569,-73.9418423
3 Greeks Grill,restaurant,40.7620589,-73.9422597
The Melting Pot,restaurant,40.7618371,-73.9423877
Flor De Azalea,cafe,40.7650671,-73.9393789
New Champion Wok,restaurant,40.7550487,-73.9442587
House of Thai,restaurant,40.7535055,-73.9377484
Lim's Kitchen,restaurant,40.7549003,-73.9367939
Moon Kee,restaurant,40.7972702,-73.9695337
The Infamous,bar,40.7452481,-73.9475886
Panda Express,restaurant,40.7499146,-73.9394756
Coffeed,cafe,40.7519896,-73.9255705
Cafe Parioli,cafe,40.7750591,-73.9084654
Botte,bar,40.7748728,-73.9086889
Tru,restaurant,40.7745304,-73.9082035
Taverna Kyclades,restaurant,40.7743663,-73.9079583
Panda Express,restaurant,40.7755227,-73.911174
Mosaic,bar,40.7746159,-73.918453
Family Corner,restaurant,40.7779654,-73.9087372
Shawarmania,restaurant,40.7749016,-73.9119381
Mominette,restaurant,40.7032124,-73.9258662
Joe's Pub at the Public,bar,40.7291974,-73.9916255
Lupa,restaurant,40.7276391,-74.000211
Butterfly,restaurant,40.719376,-74.006475
Bisou Wine Bar,bar,40.723743,-74.004462
d Elici,cafe,40.709679,-74.0083821
The Coffee Bean & Tea Leaf,cafe,40.7102382,-74.0106426
The Garden at Studio Square,bar,40.7551056,-73.9251822
Otani,restaurant,40.70932,-74.008734
Bento Sushi,restaurant,40.7099489,-74.0100671
Starbucks,cafe,40.7182651,-74.007295
Square Diner,restaurant,40.718446,-74.007236
Coffee Project New York | Financial District,cafe,40.7071222,-74.0049867
Flavors,cafe,40.7065796,-74.0050348
Otto's Shrunken Head Tiki Bar,bar,40.7294965,-73.9786591
Chelsea Market Passage,restaurant,40.7428735,-74.0073403
Le Bain,bar,40.7412916,-74.0080457
Cafe 82,restaurant,40.785812,-73.9781778
Daily Chinese Restaurant,restaurant,40.7753835,-74.0197997
34th Bagels & More,cafe,40.7533516,-73.9957959
3 Streets Saloon,bar,40.7307334,-74.0009872
Tartine,restaurant,40.7363207,-74.0034558
New Green Bo,restaurant,40.7155657,-73.998017
The Irish Rover,bar,40.7658038,-73.914694
Chinese BBQ 东方烧烤,restaurant,40.8423972,-74.0010693
Luigi's Pizza,restaurant,40.7655786,-73.9834795
Matts Grill,restaurant,40.765484,-73.9835479
Unknown,restaurant,40.7658052,-73.9833111
Donburiya,restaurant,40.7653013,-73.9832463
Vizio,restaurant,40.7653274,-73.9833108
Nocello,restaurant,40.7653492,-73.983373
Yakitori Totto,restaurant,40.765264,-73.9831704
Palace Restaurant,restaurant,40.7610242,-73.9697542
The Fitz,restaurant,40.7605307,-73.969238
Dos Caminos,restaurant,40.740579,-74.0054009
Le Pain Quotidien,cafe,40.7412113,-74.004914
Old Homestead Steakhouse,restaurant,40.7412674,-74.0049042
Shorty Tang Noodles,restaurant,40.7402274,-74.0019425
Paradou,restaurant,40.739696,-74.0067809
RH Rooftop Restaurant,restaurant,40.7400703,-74.0064799
Revel,restaurant,40.7397251,-74.006849
Rainbow Falafel & Shawarma,restaurant,40.737266,-73.9909599
Chloe's Soft Serve Fruit Co.,restaurant,40.7373666,-73.9906671
Rare Bar and Grill,restaurant,40.745629,-73.9937463
The Graham,bar,40.7082233,-73.9432081
The Australian NYC,restaurant,40.7512973,-73.9838618
Olio e Più,restaurant,40.7337937,-73.9997745
Extra Virgin,restaurant,40.7353475,-74.0031806
Cafe Condesa,cafe,40.7343889,-74.002678
Bobo,restaurant,40.7344098,-74.002602
Sant Ambroeus,cafe,40.7354463,-74.0031986
Cafe Panino Mucho Gusto,cafe,40.7352996,-74.0062382
Jackson Hole,restaurant,40.7461765,-73.977565
Buenos Aires,restaurant,40.7252275,-73.9831134
Alcala,restaurant,40.7512208,-73.9717524
Keats,bar,40.7515392,-73.970732
Aretsky's Patroon,restaurant,40.7534898,-73.9733112
Juan Valdez Café,coffee,40.760572,-73.9687188
San Martin,restaurant,40.7557306,-73.9722031
Dun-Well Doughnuts,cafe,40.7074571,-73.9402479
Divya’s Kitchen,restaurant,40.7237147,-73.9883625
Bierhaus NYC,restaurant,40.752534,-73.9733861
Sosa Borella,restaurant,40.7623757,-73.9858109
Keens Steakhouse,restaurant,40.750773,-73.9864091
Old Man Hustle,bar,40.7138645,-73.9618377
Benoit,restaurant,40.7625321,-73.9772542
Bice,restaurant,40.7626071,-73.9775243
Il Corso,restaurant,40.762485,-73.9771512
Cellar Dog,bar,40.7336334,-74.0032842
Ceetay,restaurant,40.8071519,-73.9275766
Sushi of Gari,restaurant,40.7713448,-73.95278
Starbucks,cafe,40.7724449,-73.9499445
Izakaya NoMad,restaurant,40.7440806,-73.9894469
Dudleys,restaurant,40.7180802,-73.9903664
Cafe Katja,restaurant,40.7177277,-73.9905476
Sticky Rice,restaurant,40.717982,-73.9904169
Bar Valentina,bar,40.7178981,-73.99046
Roasting Plant,cafe,40.7177744,-73.9905236
Barrio Chino,restaurant,40.7179789,-73.9900488
Mictlān,restaurant,40.7152437,-73.991827
Bar Belly,restaurant,40.7151349,-73.9916523
Bacaro,restaurant,40.7145382,-73.9916726
Inatesso,restaurant,40.7059851,-74.0170998
Flower Power Cafe,cafe,40.7120232,-73.9412907
Grand Morelos,restaurant,40.7118038,-73.9436549
Bread Brothers,cafe,40.7082598,-73.9401186
The Tradesman Bar,bar,40.7081846,-73.9400945
Jessie's Bakery,cafe,40.7081622,-73.9397458
Dumpling Cafe,cafe,40.7123642,-73.939496
Blind Tiger,bar,40.7318556,-74.0032442
Tim Hortons,cafe,40.7504102,-73.9928259
Open Kitchen,restaurant,40.7053184,-74.0100991
Bluestone Lane Coffee,cafe,40.7062033,-74.011905
One Two Thai,restaurant,40.7455377,-73.9794683
Arepas Café,restaurant,40.7557723,-73.9277067
Emma Peel Room,bar,40.7183027,-73.9905315
Sunday to Sunday,cafe,40.7180119,-73.9901723
Aquavit,restaurant,40.7607818,-73.9721848
Mikaku,restaurant,40.7214189,-73.9969231
19 Cleveland,restaurant,40.7216382,-73.9972123
Café Select,restaurant,40.7217594,-73.9978239
Osteria Morini,restaurant,40.7219323,-73.9976726
The Market Table,restaurant,40.72978,-74.0037432
The Grey Dog,restaurant,40.7300039,-74.003915
Kahve,cafe,40.7644229,-73.9879761
Ben's Pizzeria,restaurant,40.7303941,-74.0003007
Blenheim,restaurant,40.7376761,-74.0040101
Mangia,restaurant,40.7638701,-73.9765096
Stumptown,cafe,40.7327952,-73.9979676
Oren's Daily Roast,cafe,40.7306205,-73.9951131
Starbucks,cafe,40.7779198,-73.978202
Caffe Storico,restaurant,40.779447,-73.9739529
Madame Sousou,cafe,40.7631897,-73.9219964
Bravo Pizza,restaurant,40.7342212,-73.9889762
Luke's Lobster,restaurant,40.7045322,-74.0109178
American Whiskey,bar,40.7493007,-73.9941316
Beer Culture,bar,40.759564,-73.9897134
Danji,restaurant,40.7640857,-73.9867718
Grasp Grill,restaurant,40.7567197,-73.9771339
Ootoya,restaurant,40.7548801,-73.9859787
Starbucks,cafe,40.7810251,-73.981008
Viand Cafe,restaurant,40.7807958,-73.9810743
La Pecora Bianca,restaurant,40.7804446,-73.9763391
Manny’s Bistro,restaurant,40.7762456,-73.9794042
Friedman's,restaurant,40.7770545,-73.9783768
Riposo 72,bar,40.7771024,-73.9785029
Starbucks,cafe,40.7469335,-73.9933215
Gregory's Coffee,cafe,40.746485,-73.9822904
Arte Cafe,restaurant,40.7781493,-73.978758
Tenzan,restaurant,40.778274,-73.9779356
Kiss My Slice,cafe,40.7557287,-73.9904972
Pick-A-Bagel,cafe,40.7736696,-73.9596624
Butler,cafe,40.7031934,-73.9924249
The Crooked Knife,restaurant,40.7451081,-73.9842044
Wine:30,restaurant,40.7449212,-73.9837645
Cafe Delectica,cafe,40.7452778,-73.9845987
Bella Napoli,restaurant,40.7457391,-73.9846188
Sushi Yasaka,restaurant,40.7795747,-73.9834601
Harvest,restaurant,40.7777871,-73.9782956
Shun Lee,restaurant,40.7728358,-73.9814252
Osteria 106,restaurant,40.7989278,-73.9616882
Le Périgord,restaurant,40.7550295,-73.9647301
Treadwell Park,restaurant,40.7614636,-73.9608923
El Mitote,restaurant,40.775834,-73.9801978
Brasserie Ruhlman,restaurant,40.7591895,-73.9781127
Absolute Greek (Food Truck),restaurant,40.703713,-74.0087506
India Palace,restaurant,40.7614174,-73.9601599
Cucina Bene Pizza,restaurant,40.7060236,-74.0102403
Tal Bagels,cafe,40.7777126,-73.9570936
Heidelberg Restaurant,restaurant,40.7774628,-73.9518046
Nara Sushi,restaurant,40.7037772,-74.010399
Toloache,restaurant,40.7764768,-73.9566862
The Simone,restaurant,40.7768188,-73.9569853
Mother's Ruin,bar,40.7213363,-73.9950075
L'Osteria,restaurant,40.7771504,-73.9571264
Tandoor Oven,restaurant,40.7770648,-73.9556075
Roti,restaurant,40.7065252,-74.0071489
Tanto Dulce Cafe,cafe,40.8233712,-73.9523695
Geisha Sushi,restaurant,40.8240742,-73.9518105
Starbucks,cafe,40.7559373,-73.9234715
Seoul Garden,restaurant,40.7477981,-73.9872728
Blue Dog,cafe,40.7646902,-73.9796633
Little Italy Pizza,restaurant,40.7918929,-73.9734655
SIMÒ PIZZA,restaurant,40.7331382,-73.9932569
Blossom,restaurant,40.7332225,-73.9936043
Reservoir,bar,40.7331707,-73.9936418
Hamido Seafood,restaurant,40.77507,-73.9094624
HinoMaru Ramen,restaurant,40.7748923,-73.9091985
Knickerbocker Bar & Grill,restaurant,40.7319768,-73.9942396
Mamoun's Falafel,restaurant,40.7302366,-74.0004281
Caffe Reggio,cafe,40.730322,-74.0003624
Andrews NYC Diner,restaurant,40.7516741,-73.9898634
fresh&co,restaurant,40.7484876,-73.9922019
Distinguished Wakamba Lounge,bar,40.7543853,-73.9921719
Baraka Buffet,restaurant,40.8168869,-73.9460483
Easy Corner,restaurant,40.8150396,-73.9407349
B&S Coffe Shop,cafe,40.7596628,-73.9366128
Tony's,restaurant,40.7643725,-73.9642919
Sami's Kabab House,restaurant,40.7583125,-73.9331125
Unknown,restaurant,40.7596244,-73.9365391
Sam Lee Kitchen,restaurant,40.7596473,-73.9365835
Applebee's,restaurant,40.7555706,-73.9226603
Unos,restaurant,40.7556895,-73.92295
Ecuadorian Restaurant II,restaurant,40.7552407,-73.9271915
Flor de Sol,restaurant,40.7539108,-73.9237443
Bar Pitti,restaurant,40.7291334,-74.0021646
Birdland Jazz Club,bar,40.7590063,-73.9896838
Z Best pizza,restaurant,40.7633685,-73.9967152
Fanelli Cafe,restaurant,40.7246074,-73.9987503
Galaxy Diner,restaurant,40.7611474,-73.9909011
Hatsuhana,restaurant,40.7568939,-73.9769041
Joe Allen,restaurant,40.7601328,-73.9890604
The Brazen Tavern,restaurant,40.7594293,-73.9912351
Unknown,restaurant,40.729906,-74.001229
Veronica's Bar,bar,40.7552627,-73.9272533
Horus Café,cafe,40.727887,-73.982007
Blank cafe,cafe,40.7109207,-73.9678242
Patrizia's,restaurant,40.7108771,-73.9674321
Bluestone Lane Coffee,cafe,40.7531885,-73.9797511
Ippudo,restaurant,40.7309292,-73.990263
Bartolino's Italian Restaurant,restaurant,40.760701,-73.9223507
Fresh Bowl & Go,restaurant,40.7606408,-73.9222264
Las Margaritas,restaurant,40.7594141,-73.9195925
Ruta Oaxaca,restaurant,40.7605007,-73.9219258
Bai Sushi,restaurant,40.7597104,-73.920246
Madam Marie's,bar,40.7603284,-73.9215565
Russian Samovar Restaurant and Piano Bar,restaurant,40.7631875,-73.9847037
Little Rebel,bar,40.7320364,-73.9854459
Favela Cubana,restaurant,40.7284192,-73.9981377
Zinc,bar,40.7297301,-73.998949
La Colombe Coffee Roasters,cafe,40.7280641,-73.9932516
Toloache,restaurant,40.728719,-73.999578
East Village Pizza,restaurant,40.7281808,-73.9851024
Corbet & Conley,cafe,40.7354601,-73.9861323
Jadis Wine Bar,restaurant,40.7209937,-73.9910102
El Mariachi,restaurant,40.7611211,-73.9232737
Bill's Bar & Burger,restaurant,40.7593743,-73.9775501
Big Daddy's Diner,restaurant,40.7379106,-73.987753
Grimaldi's Pizza,restaurant,40.741183,-73.9937782
T & J Jamaican Flava,restaurant,40.7872731,-73.9517102
The District Bar & Restaurant,restaurant,40.7839008,-73.950022
Joselito Bar,restaurant,40.724159,-73.9759768
Le Pain Quotidien,cafe,40.7542147,-73.9840492
Balthazar,restaurant,40.7226578,-73.9981644
Blue Ribbon,restaurant,40.7261431,-74.0025063
Lil' Frankies,restaurant,40.7235847,-73.9884552
The Dutch,restaurant,40.7265551,-74.0021692
The Grey Dog,restaurant,40.7229657,-73.99576
Slate,bar,40.7412384,-73.9932261
Wan Wan,restaurant,40.7217467,-73.9964556
Café Habana,restaurant,40.7228449,-73.9942284
Arthur & Sons,restaurant,40.7493521,-73.9767192
POD 39 Rooftop,bar,40.7493147,-73.9765665
Burger & Lobster,restaurant,40.7400891,-73.993461
Phoenix Garden,restaurant,40.7487201,-73.9738553
Saints and Sinners,restaurant,40.7456627,-73.9045526
Chan's Kitchen,restaurant,40.8557131,-73.9333898
La Cabana Salvadorena,restaurant,40.8542688,-73.9334615
Taszo Espresso Bar,cafe,40.8345127,-73.945255
La Libertad,restaurant,40.8334187,-73.9450216
Caffe Bene,cafe,40.8346192,-73.9452659
Coral Diner,restaurant,40.8348921,-73.9446221
Bill's Bar & Burger,restaurant,40.7402703,-74.0056248
7 Old Fulton,restaurant,40.7029414,-73.9938932
Stage Door Deli,restaurant,40.7120307,-74.0097553
Uptown Veg,restaurant,40.8055163,-73.9405433
Poke Burrito,restaurant,40.7646147,-73.9161867
Kyuramen,restaurant,40.7329227,-73.9867234
ViVi Bubble Tea,cafe,40.7326688,-73.986116
The Winslow,restaurant,40.7326739,-73.9852909
Coyote Ugly Saloon,bar,40.7328438,-73.9857034
Beauty Bar,bar,40.732876,-73.9857799
Yaki Sushi,restaurant,40.7329802,-73.9860274
Starbucks,cafe,40.7337952,-73.9865529
For U,restaurant,40.7341491,-73.9862974
Cupsoul,cafe,40.7344416,-73.9860982
Kati,restaurant,40.7316957,-73.9829911
Akina Sushi,restaurant,40.7306979,-73.9814385
Nowhere,bar,40.7318045,-73.9840953
Sotto 13,restaurant,40.7372924,-73.9991162
Los Papi's,restaurant,40.7021022,-73.9845254
Croxley's Abbey,restaurant,40.7159838,-73.9649064
Starbucks,cafe,40.7530185,-73.9772838
St. George Tavern,restaurant,40.7084159,-74.0142036
The Cauldron,restaurant,40.7043498,-74.0104603
Meyers Bageri,cafe,40.7143881,-73.95913
Petite Maman,cafe,40.7428227,-73.9355534
Miso Sushi,restaurant,40.7027939,-73.9908031
Leonetta,restaurant,40.7445472,-73.9808994
Takahachi,restaurant,40.7165871,-74.0079257
Harry's Italian,restaurant,40.7075376,-74.0068533
Emmy Squared,restaurant,40.771011,-73.9874576
Bagel Market,cafe,40.7693396,-73.9886262
Justino's Pizza,restaurant,40.7695822,-73.9884521
Halal,restaurant,40.7699473,-73.9881217
Red Cork,bar,40.767821,-73.9836723
The Jin,restaurant,40.7685706,-73.9887358
Beijing,restaurant,40.7686619,-73.9886693
1 2 3 Burger Shot Beer,bar,40.7648448,-73.9914632
Starbucks,cafe,40.7711856,-73.9568688
Sip + Co.,cafe,40.764814,-73.9759888
FIKA 7th Avenue,cafe,40.7417954,-73.9970742
FIKA Grand Central,cafe,40.7510046,-73.9765387
FIKA Tribeca & Chocolate Factory,cafe,40.723711,-74.0104259
FIKA 9th Avenue,cafe,40.7458278,-74.0015707
Blank Street Coffee,cafe,40.7447183,-73.9790898
Omakase 33,restaurant,40.7454859,-73.9793446
Le Parisien,restaurant,40.7454071,-73.9791565
Cask,restaurant,40.745353,-73.9790274
Phoshime,restaurant,40.7453806,-73.9790932
Matto Espresso,cafe,40.7450755,-73.9789117
2nd Ave Deli,restaurant,40.7451818,-73.9791899
Mighty Oak Roasters,cafe,40.7735017,-73.9168591
Bagelsmith,cafe,40.7139547,-73.9492036
Northern Bell,bar,40.7139985,-73.9485715
Pomp & Circumstance,restaurant,40.7142599,-73.9495378
Fortunato Brothers,cafe,40.7137679,-73.9461019
Cheers Thai,restaurant,40.7139261,-73.9499959
Pio Pio,restaurant,40.7453457,-73.9776302
Nom Nam,restaurant,40.7453273,-73.9775865
Babylon,restaurant,40.7454032,-73.9777675
Shokudo,restaurant,40.7460811,-73.9794459
Starbucks,cafe,40.7829394,-74.0070787
Lusso's,restaurant,40.782128,-74.0059781
Son Cubano,restaurant,40.7812997,-74.0055049
Elite Food Bar,restaurant,40.7531876,-73.9681205
Parisi Bakery,restaurant,40.7621666,-73.9254791
Three E- Taste of Thai,restaurant,40.7604886,-73.9225318
Astoria Bier and Cheese,bar,40.7605169,-73.922588
Sac's,restaurant,40.7565846,-73.9247804
Poco,restaurant,40.722528,-73.9828993
Carnitas Ramirez,restaurant,40.7224776,-73.982765
Sunday Morning,cafe,40.7224756,-73.9829662
Maretta,restaurant,40.7223864,-73.9830235
Kolkota Chai Company,cafe,40.7229149,-73.9832351
d.b.a.,bar,40.7243345,-73.9880064
Southwest Porch,cafe,40.7536535,-73.984378
La Loteria,restaurant,40.7307928,-74.004204
Meskerem,restaurant,40.7299814,-74.0003769
District Tap House,bar,40.7540893,-73.9904351
Tikka Indian Grill,restaurant,40.714407,-73.9607584
Qi Thai Grill,restaurant,40.7186299,-73.9562472
The Bean,cafe,40.7200547,-73.9551628
The Garret Coctelería,bar,40.7196519,-73.9950239
Anjappar,restaurant,40.7425648,-73.9827028
Taste from Everest,restaurant,40.7422289,-73.9829503
Bhatti,restaurant,40.7421807,-73.9829817
Pappali,restaurant,40.7423183,-73.9833132
California Pizza Kitchen,restaurant,40.7445423,-73.9834869
Shih Lee's Chinese Eastery,restaurant,40.751555,-73.970062
Chelsea Bagel,cafe,40.7503257,-73.9716056
Yoonkao Thai,restaurant,40.7450461,-73.9759245
Baby Bo's Cantina,restaurant,40.7450939,-73.9758895
Pio Pio,restaurant,40.7605928,-73.9945435
Vatan,restaurant,40.742351,-73.9803456
John's Coffee Shop,restaurant,40.7511092,-73.9715209
Sushi Time,restaurant,40.7510584,-73.9715451
Luke's Lobster,restaurant,40.7513492,-73.973221
EONS Greek Food for Life,restaurant,40.7452392,-73.9757831
Mezze Mazi,restaurant,40.7436493,-73.9793997
Vin Sur Vingt,bar,40.7439497,-73.9887933
Nous Espresso,cafe,40.807525,-73.9608785
Lallisse,restaurant,40.7439118,-73.9813418
Pershing Square,restaurant,40.7519669,-73.9777869
Comodo,restaurant,40.7395891,-73.9844966
Frank Ottomanelli's,cafe,40.7419355,-73.9608611
La Catrinas,restaurant,40.761437,-73.924556
Seek Coffee,cafe,40.7600363,-73.9205039
Break,bar,40.761392,-73.924468
Agnanti Café,cafe,40.780846,-73.917133
Our Coffee Shop,cafe,40.754429,-73.933859
Boishaki Restaurant,restaurant,40.757024,-73.93099
Beija-flor,restaurant,40.754568,-73.933774
DK Pub,restaurant,40.753669,-73.934503
Hellgate on the Park,bar,40.78094,-73.917284
Astoria Family Pizza,restaurant,40.780773,-73.917031
Mikos Souvlaki,restaurant,40.780672,-73.916871
Sugar Factory,restaurant,40.739266,-74.006605
Bagatelle,restaurant,40.7397042,-74.0060257
Gansevoort Market,restaurant,40.73927,-74.006776
Grounded,cafe,40.738035,-74.003421
Café Minerva,cafe,40.737043,-74.003887
Terra Blues,bar,40.728362,-73.999283
Up and Up,bar,40.72975,-74.000583
Saigon Shack,restaurant,40.729691,-74.000637
The Red Lion,bar,40.7284605,-73.9994965
Wicked Willy's,bar,40.728375,-73.999318
First Stop Bar & Grill,restaurant,40.7587851,-73.9183096
LIC Corner Café,cafe,40.746726,-73.947598
Sweetleaf,cafe,40.743271,-73.95158
Bierocracy,restaurant,40.743982,-73.950228
Peking Express,restaurant,40.725883,-73.942793
The Buttery Bar,bar,40.723132,-73.944627
Michael's Café & Bar,bar,40.754423,-73.935709
Manetta's Ristorante,restaurant,40.7427545,-73.9518864
JJ's Asian Fusion,restaurant,40.762084,-73.91835
Café Aliada,restaurant,40.7625339,-73.9262068
Keenan's bar,bar,40.87915,-73.904435
Bodhi,restaurant,40.716357,-73.9991738
Starbucks,cafe,40.7370022,-73.9896034
Joe Coffee Company,cafe,40.7467841,-74.0016172
Bluestone Lane,cafe,40.7485056,-74.0087396
Baar Baar,restaurant,40.7244268,-73.9915125
UN Visitors Café,cafe,40.7502191,-73.967463
Corner bistro,bar,40.7380383,-74.0037627
Variety Cafe,restaurant,40.7073841,-74.012574
Mazu,restaurant,40.7452765,-73.9782259
Eleven Madison Park,restaurant,40.7415982,-73.9871904
Le Bernardin,restaurant,40.7613945,-73.981691
Masa,restaurant,40.7685324,-73.9827663
Per Se,restaurant,40.7682549,-73.9828519
Mari Vanna,restaurant,40.7387966,-73.9885656
Starbucks,cafe,40.712179,-74.008181
Le Pain Quotidien,cafe,40.7658131,-73.9653728
Chloe,restaurant,40.7292022,-74.001033
Grand Canyon,restaurant,40.7461269,-73.9780608
Aunt Bernie's,restaurant,40.7459791,-73.9777094
Jazz Standard,restaurant,40.7422938,-73.983837
Banter,cafe,40.7437478,-73.9790582
Coppola's,restaurant,40.7415974,-73.9813869
Turkish Kitchen,restaurant,40.7418372,-73.9812232
Slick Willy,restaurant,40.7283287,-73.9492788
Connie O's Pub,bar,40.7265415,-73.9480403
Starbucks,cafe,40.7435815,-73.9920821
The Corner Cafe,cafe,40.7435359,-73.9925708
Maysville,restaurant,40.7441556,-73.9895824
Toshi's Penthouse,bar,40.7440098,-73.9891964
Osteria Laguna,restaurant,40.7506394,-73.9737151
Starbucks,cafe,40.7498951,-73.972877
Think Coffee,cafe,40.7446682,-73.98756
Ben & Jack's Steakhouse,restaurant,40.7448447,-73.9869413
Milleseme,restaurant,40.744603,-73.9854712
Seven grams,cafe,40.7439872,-73.9858906
Fresh & Co,restaurant,40.7439569,-73.9833596
Black Star Bakery & Cafe,cafe,40.7172343,-73.9564033
Unknown,restaurant,40.7535732,-73.9734874
Curry and Tandoor,restaurant,40.7536128,-73.9735973
Sparks Steak House,restaurant,40.752923,-73.9719424
Sushiden,restaurant,40.7575093,-73.9764528
Sushiden,restaurant,40.7600927,-73.9825066
Miss Lily’s,restaurant,40.7260148,-73.9837501
Gato,restaurant,40.7255749,-73.9951521
The Grey Dog,restaurant,40.7406022,-74.0006577
Gemini Diner,restaurant,40.7454088,-73.975659
At nine Restaurant & Bar,restaurant,40.7587421,-73.9921724
Pomodoro Italian Restaurant,restaurant,40.7562731,-73.993975
Trattoria Casa Di Isacco,restaurant,40.7568531,-73.9935485
Chuck E. Cheese,restaurant,40.7529557,-73.914645
New Grand Buffet,restaurant,40.7522748,-73.9148012
The Four Horsemen,bar,40.7130756,-73.9572969
Gotan,cafe,40.719225,-74.0066966
LIC Beer Project,restaurant,40.7548039,-73.9392521
Valhalla,bar,40.765979,-73.9873999
Morandi,restaurant,40.7353587,-74.0014906
The Waverly Inn,restaurant,40.7369557,-74.002226
Cafe Cluny,restaurant,40.7374393,-74.0039645
Blossom- Chelsea,restaurant,40.7454821,-74.0022829
Patiala Indian Grill,restaurant,40.753427,-73.9959744
Bagelmania,cafe,40.7570864,-73.9052234
Il Punto Ristorante,restaurant,40.7560797,-73.9945667
viva torro,bar,40.717789,-73.9592305
Beyond Sushi,restaurant,40.7633124,-73.9772025
Barcade,bar,40.7443263,-73.9944542
Bocca di Bacco,restaurant,40.7446167,-74.0029356
Bleecker Street Pizza,restaurant,40.7321893,-74.0034001
Troost,bar,40.7334503,-73.9549611
