name,category,latitude,longitude
McGreenland Deli & Grill,convenience,40.7339099,-73.952038
The East Village Mini Market,convenience,40.7276771,-73.9825645
Super Deli,convenience,40.7238361,-73.9509694
McCarren Natural,convenience,40.7234339,-73.9521664
Greenpoint Organic Market,convenience,40.7237191,-73.9506239
Unknown,convenience,40.7257422,-73.9520845
Pee Wee's,convenience,40.7270129,-73.9525103
Dashmart,convenience,40.7300536,-73.9919952
Woodside Candy,convenience,40.7449323,-73.9042568
Discount Store 99 Cents,convenience,40.7661094,-73.9129483
Premier Organic,convenience,40.7297305,-73.9577175
Deli Point,convenience,40.7313931,-73.957997
Mr. Plum,convenience,40.724554,-73.9510826
D&J Grocery and Convenience Store,convenience,40.7092952,-74.0087808
West Bank,convenience,40.7064667,-74.0155263
Rainbow Deli & Grocery,convenience,40.7384076,-73.9280206
Deli-ght Deli Grocery,convenience,40.7397341,-73.9243445
Sunnyside Gourmet Deli,convenience,40.7433714,-73.9178626
Bliss Convenience,convenience,40.743285,-73.9170979
Parrot Coffee Market Place,supermarket,40.7432849,-73.9172362
America's Deli,convenience,40.7076165,-74.0132733
Watany,supermarket,40.7661695,-73.9133453
Whole Foods Market,supermarket,40.7594206,-73.9660348
Astor Deli & Market,convenience,40.7702457,-73.9181796
7-Eleven,convenience,40.7420154,-73.9805787
20/20 Convenience Store,convenience,40.7544581,-73.9338362
Habibi 39th Ave Convenience Store,convenience,40.7473586,-73.9027704
Real Gourmet Deli,convenience,40.7554209,-73.9413164
Beer Garden,convenience,40.7644525,-73.9164973
Gourmet Organic Deli,convenience,40.7116143,-73.9510672
Brooklyn Harvest Market,supermarket,40.7065208,-73.9501937
Dawn to Dusk Convenience & Smoke Shop,convenience,40.7583876,-73.9626344
Millie’s Deli,convenience,40.7441966,-73.9498048
Nassau Exotic Convenience,convenience,40.7244925,-73.9483065
Key Food,supermarket,40.8210149,-73.9152722
K&K Deli,convenience,40.7114965,-73.9943678
Monro Grocery,convenience,40.7115686,-73.9956272
Cafe Deli-Cious,convenience,40.7406021,-73.9760739
Day n' Night Deli,convenience,40.712797,-73.9409228
Muncan Food Corp,supermarket,40.7577676,-73.9161749
Dainobu,supermarket,40.736327,-73.9973226
Marche Madison,convenience,40.7729554,-73.9643935
Gristedes,supermarket,40.7330516,-74.0024047
Stop N' Go,convenience,40.7457391,-73.9034723
B&W Deli & Pizzeria,convenience,40.7534469,-73.9960216
Krajan,convenience,40.7250017,-73.9467691
Food U Desire 3,convenience,40.7234992,-73.9880681
Prestige Marketplace,convenience,40.7478368,-73.9563744
True Food of Edgewater,convenience,40.8069199,-73.9900233
Foodcellar Market,supermarket,40.7481843,-73.942996
Whole Foods Market,supermarket,40.8077449,-73.9459069
CZ Deli & Grill,convenience,40.7621281,-73.918478
7-Eleven,convenience,40.7542306,-73.9006851
Food Bazaar Supermarket,supermarket,40.7007319,-73.9106577
Morton Williams,supermarket,40.7377761,-73.9800976
Kiko Coco Deli and Grocery,convenience,40.7099417,-73.904574
Fresh Deli and Grocery,convenience,40.7106464,-73.9051975
A and D Grill and Deli,convenience,40.7064821,-73.9001904
Forest Deli,convenience,40.7067241,-73.9028277
Grove Smoke Shop,convenience,40.7082793,-73.9055121
Silvia Deli and Grocery,convenience,40.7022643,-73.9095874
Ridgewood Deli,convenience,40.7034043,-73.9084497
Tony's Deli,convenience,40.7043093,-73.9075246
Mike's Deli and Grocery,convenience,40.7074212,-73.9040166
Johnny Air Mart,convenience,40.7298777,-73.9805422
Health and Harmony,supermarket,40.7319233,-74.0063654
Lidl,supermarket,40.7788735,-73.9021831
Katagiri Japanese Grocery,supermarket,40.7609679,-73.9654894
Sunrise Mart,supermarket,40.7524184,-73.9807341
Tokyo Mart,supermarket,40.7167954,-73.9989061
Midoriya,supermarket,40.7187811,-73.956072
Family Market,supermarket,40.7625588,-73.9263449
Red Olive Deli,convenience,40.8154688,-73.9578278
M & N Deli & Organic,convenience,40.7097226,-73.9621191
Bleecker,convenience,40.7290551,-74.000701
Slovak Czech Varieties,convenience,40.7427863,-73.9526358
Kam Man,supermarket,40.7168494,-73.9983694
Smoke Plus,convenience,40.7587979,-73.9623427
Blessings Deli and Grocery,convenience,40.7044021,-73.9106361
Ridgewood Andy's Deli,convenience,40.7084501,-73.9041495
Dreamland Deli,convenience,40.7097561,-73.9075365
Vitelio's Marketplace,supermarket,40.7039368,-73.9043459
Woodbine Grocery Deli,convenience,40.705651,-73.9038363
Family Deli,convenience,40.7019784,-73.904067
Jin's Superette,supermarket,40.8508655,-73.9386101
C-Town,supermarket,40.7790791,-73.948009
Morton Williams,supermarket,40.7579561,-73.9633889
Rony's Deli,convenience,40.7023819,-73.9047657
Young Grocery,supermarket,40.7059289,-73.904319
Ridgewood Bitez Deli & Grill,convenience,40.7106414,-73.9090098
Sunac Natural Foods,supermarket,40.7136295,-73.9513399
CTown Farmer’s Market,supermarket,40.7125462,-73.9056188
Fine Fare,supermarket,40.7555471,-73.9450908
Myers of Keswick,convenience,40.7385149,-74.0053522
Jimmy Deli & Groceries,convenience,40.7012109,-73.9083375
C W Allstar Deli,convenience,40.7119323,-73.90042
St Mark Deli & Grocery,convenience,40.7148734,-73.9010083
E & Z One Stop Deli Corporation,convenience,40.7168729,-73.9019974
Candy Shop,convenience,40.7836811,-73.9480748
Gristedes,supermarket,40.7105762,-74.0163998
Battery Place Market,supermarket,40.7072236,-74.0170631
Gristedes,supermarket,40.7084281,-74.0176079
Pimentel Deli and Grocery,convenience,40.7026066,-73.9009082
Ridgewood's Finest Deli & Grocery,convenience,40.7020814,-73.9062234
A & G Mini Market LLC,convenience,40.7022132,-73.9069322
Ridgewood JMC Deli and Grocery,convenience,40.7032799,-73.9082196
Inez Deli and Grocery,convenience,40.7082621,-73.9142021
Bravo,supermarket,40.8383254,-73.9132098
99 Cent Zone,convenience,40.8381145,-73.9125928
99 Cent,convenience,40.7720118,-73.924877
Stop 1 Grocery Store,convenience,40.7012331,-73.9138712
Wally Love Deli & Grocery,convenience,40.7021852,-73.9129233
Las Lagunas Deli & Grocery,convenience,40.7019538,-73.9119519
Key Food,supermarket,40.7819292,-73.9490546
California Deli,convenience,40.7448185,-73.9106727
Bhakti Sagar Grocery,convenience,40.7068645,-73.90931
H S Yim's Grocery,convenience,40.7078816,-73.9110004
Grace Tree,convenience,40.7085054,-73.9115666
Tavares Deli & Grocery,convenience,40.7066066,-73.9083829
L.R.M. Espinal Deli & Grocery,convenience,40.7042609,-73.904849
Forest Polish Grocery & Deli,convenience,40.7018324,-73.9008922
Associated Supermarket,supermarket,40.7001248,-73.9035351
Himalaya Food Market,supermarket,40.7005703,-73.9047812
Real,supermarket,40.8189006,-73.9027307
Armandos Grocery & Bakery,supermarket,40.7000155,-73.9122852
Los Limones,convenience,40.7001701,-73.9125594
La Plasita Ecuatariana,supermarket,40.7024491,-73.9159629
Tony's Grocery,convenience,40.7023059,-73.9157608
A & A Grocery Store,convenience,40.7016061,-73.9151469
Ozzie;s Fresh Marker,supermarket,40.7115537,-73.9466219
Robert Deli Grocery,convenience,40.7108647,-73.94535
Alzanam Deli,convenience,40.7108437,-73.9456448
Exotics & More,convenience,40.788244,-73.9473422
Farmer Deli Grocery,convenience,40.7117647,-73.9441405
Big Apple Gourmet,convenience,40.7116412,-73.9454663
Trader Joe's,supermarket,40.7908664,-73.9692378
East Side Glatt,supermarket,40.714915,-73.9826397
Speedway,convenience,40.86657,-73.9745824
66 Organic Mini Market Corp,convenience,40.705192,-73.9208966
Express Deli Wyckoff,convenience,40.7041266,-73.9192197
Tepeojuma Deli Grocery,convenience,40.7042884,-73.918924
Marinello's Gourment Deli,convenience,40.7036685,-73.918501
Garden Deli and Grill,convenience,40.7043537,-73.9240388
Chafparitno Food Corporation,convenience,40.7023107,-73.9163232
Top City Gourmet,convenience,40.7029179,-73.9172604
Evelyn Deli Grocery,convenience,40.7051923,-73.915045
Francisco Deli & Grocery,convenience,40.7040339,-73.9125532
Aybar Deli Grocery,convenience,40.7049236,-73.9140545
Bleecker Deli & Grill,convenience,40.7037254,-73.912541
Evelyn Discount,convenience,40.7032681,-73.9117868
Unknown,convenience,40.8041377,-73.9377954
Flushing Avenue Deli,convenience,40.7224344,-73.9015354
City Fresh Market,supermarket,40.7910824,-73.9430148
Agatha & Valentina,supermarket,40.7725856,-73.9527862
Dave's Market Place,convenience,40.7860765,-73.9424105
Dawa 91,convenience,40.7810746,-73.9491737
Ramiro Grocery,convenience,40.7034488,-73.9268111
Kemoo Complete Deli & Grocery,convenience,40.7030034,-73.9010576
Park Terrace Deli,convenience,40.8712688,-73.914705
Bello Deli,convenience,40.8693931,-73.9170289
7-Eleven,convenience,40.7431468,-73.9218557
New Castle Deli Grill,convenience,40.7435193,-73.924469
Ali NY Convenience II,convenience,40.7434967,-73.9241307
Classic Deli & Grill,convenience,40.7028666,-73.9080742
Amazing Store & Smoke Shop,convenience,40.7802091,-73.9498026
Brooklyn Fare,supermarket,40.7561414,-73.9965044
Dominguez Grocery & Deli,convenience,40.7037578,-73.9308353
Buena Vista Deli & Grocery,convenience,40.7042193,-73.9281718
Diamond News,convenience,40.7451884,-73.9758203
Prime Gourmet Market,supermarket,40.7805152,-73.9464822
King Corp.,convenience,40.7568182,-73.9077476
Associated,supermarket,40.7455582,-73.9048576
Unknown,convenience,40.7534828,-73.9065451
Healthy & Fresh Gourmet Deli,convenience,40.7245708,-74.0057716
786 Candy Store,convenience,40.7861214,-73.9511503
Golden Deli,supermarket,40.8210794,-73.9547411
C-Town,supermarket,40.8194853,-73.955164
Cherry Valley,supermarket,40.7961593,-73.9376078
Han's Deli,convenience,40.7267605,-73.9958464
First on First Deli & Grill,convenience,40.7800934,-73.9467972
Natural Food Deli,convenience,40.7997027,-73.9385056
F & Y Convenience Store,convenience,40.7563687,-73.9295963
Whole Foods Market,supermarket,40.7674168,-73.9620503
7-Eleven,convenience,40.7778,-73.9489395
Flavor Taste,convenience,40.790899,-73.9474517
New Sau Voi,convenience,40.7177791,-74.0009112
7-Eleven,convenience,40.758158,-73.9915577
Gourmet Square Mini Market & Deli,convenience,40.7767658,-73.9827194
Astoria Marketplace,supermarket,40.771876,-73.9150301
ALDI,supermarket,40.7955019,-73.931771
Muñoz Deli Grocery Corp,convenience,40.7908039,-73.9491281
Space Market,convenience,40.7308592,-73.9952179
The Coffee Pot,convenience,40.7752181,-73.9138451
Plaza Express,convenience,40.7500318,-73.9398097
Fairview News,convenience,40.704434,-73.9022853
Soho Olive Branch,convenience,40.7201333,-73.9995299
Unknown,convenience,40.7003014,-73.9471089
Shop Fair,supermarket,40.7980295,-73.9406496
Bedford,convenience,40.7187387,-73.9569017
Rafaelito,convenience,40.7194032,-73.9561993
Parkview Market,convenience,40.7204359,-73.9547201
Trader’s Express Deli,convenience,40.7048902,-74.0121974
Unknown,convenience,40.7340405,-73.9374685
Mr. Berry,convenience,40.7299825,-73.9540272
Green Gourmet,convenience,40.7673751,-73.9531247
Hana Food,convenience,40.7139319,-73.9510327
Variety Market,convenience,40.7082668,-74.0132966
N&J,convenience,40.7271651,-73.9468962
Khim’s Millennium Market,convenience,40.7192462,-73.9543346
Mom&Pop’s Organic Market,convenience,40.7299034,-73.9543712
Mi Mexico,convenience,40.790514,-73.9465443
106 Candy & Convenience,convenience,40.7908842,-73.9434599
Farm Country,convenience,40.7904439,-73.9390697
Highline,convenience,40.7154219,-73.9932075
Nature’s Vida,convenience,40.7446152,-73.9113909
New Bani Grocery,convenience,40.7870202,-73.9499241
Unknown,convenience,40.7920507,-73.9445774
Kevin,convenience,40.7911629,-73.9394101
Unknown,convenience,40.7914777,-73.9400527
Puchito,convenience,40.7925787,-73.9407815
Key Food,supermarket,40.7943732,-73.9438395
Jubilee Market Place,supermarket,40.7781642,-73.9878316
7-Eleven,convenience,40.7963986,-73.9684017
7-Eleven,convenience,40.7518028,-73.9921114
Chinatown Supermarket of Manhattan,supermarket,40.713697,-73.9928838
Central Park Organic,convenience,40.7973701,-73.9499578
Fifth Deli & Grocery,convenience,40.7068346,-73.9506152
C-Town,supermarket,40.7966947,-73.9474859
Bravo,supermarket,40.7612915,-73.9310155
Beer Barn,convenience,40.7650067,-73.9138876
Westside Market,supermarket,40.7834237,-73.9525136
Q-MarQet,convenience,40.7885031,-73.9534103
Fine Fare,supermarket,40.8151934,-73.9151417
Jamamu Grocery,convenience,40.7534699,-73.9381271
Kingstar Deli Corporation,convenience,40.7130489,-73.9067754
Lane Farms Market,convenience,40.787551,-73.9537374
Yaffee Deli Grocery,convenience,40.7131908,-73.9090241
Tab Grocery Inc. Deli,convenience,40.7803588,-73.9501631
Parry News & Grocery,convenience,40.7352204,-74.0062506
Sun Vin Grocery,supermarket,40.7163077,-73.9992157
Asia Market Corp,convenience,40.7161734,-73.9992922
Joel Deli Grocery,convenience,40.7027836,-73.9291107
147 M & A Grocery,convenience,40.7005166,-73.9251113
Christmas in New York,supermarket,40.7188032,-73.9974238
Bulletin,supermarket,40.7193602,-73.9604276
Bulletin Nolita,supermarket,40.7229886,-73.994558
Forever Yours,convenience,40.8471068,-73.9982955
Empire Grocery & Deli,convenience,40.7477601,-74.0006469
Hanmi,supermarket,40.8462465,-73.9988245
Good Morning Mart,supermarket,40.8502518,-73.9959359
Healthy Organic Foods & Deli,convenience,40.7815429,-73.9462138
Village Farm Grocery,convenience,40.7292277,-73.9869875
Gristedes,supermarket,40.74712,-74.0011738
Hole in the Wall Convenience Store,convenience,40.7777975,-73.9534122
Herald Smoke Shop,convenience,40.7480792,-73.9874259
Key Food,supermarket,40.724017,-73.9847775
East Village Smoke Shop,convenience,40.725364,-73.9842102
Chun Hing Co.,convenience,40.7120181,-73.9956289
He Dong Sheng,convenience,40.7121939,-73.9944949
Unknown,supermarket,40.7127859,-73.9946936
Unknown,supermarket,40.7129206,-73.9942901
Unknown,supermarket,40.7125532,-73.9942216
M. A. Grocery,convenience,40.7199767,-73.988533
Food Stop,supermarket,40.7195194,-73.9887677
Corner Grocers,convenience,40.7199599,-73.9891431
Manuel's Fruit & Vegetables,convenience,40.7903397,-73.942409
Chao Hui Grocery Store,supermarket,40.7135422,-73.9947251
Crescent Gourmet Deli Grocery,convenience,40.7704107,-73.923834
Fine Fare,supermarket,40.7994428,-73.9519115
Whole Foods Market,supermarket,40.7450411,-73.9952796
124 Deli Grocery,convenience,40.714019,-73.9921233
Ranch Market,convenience,40.7944646,-73.9490604
US Food Mart Deli,convenience,40.7659682,-73.9264944
Famous Convenience,convenience,40.7876512,-73.947772
Third Deli & Grill,convenience,40.7410257,-73.9817793
Brooklyn Standard,convenience,40.7253506,-73.9456752
Western Beef,supermarket,40.8126916,-73.9264242
Heavenly Market & Deli,convenience,40.7313843,-73.9882642
Hudson,convenience,40.7641108,-73.9887858
Little India Market,supermarket,40.7416143,-73.980878
Metro Cafe,convenience,40.7463776,-73.9937303
Trader Joe's,supermarket,40.7257088,-74.0048369
Port Authority Deli,convenience,40.7580219,-73.9927037
Merci Market,convenience,40.7580857,-73.9922611
Trader Joe's,supermarket,40.7161587,-73.9867257
Dumbo Market,supermarket,40.7024275,-73.9902714
Merci Market,convenience,40.7350706,-73.9940553
Unknown,convenience,40.7300317,-73.9995283
37th Street Food Market,convenience,40.7563193,-73.9976533
Pharmacy,convenience,40.7417149,-73.9971089
Oki Market & Deli,convenience,40.7532351,-73.9740464
9 Ave Grocery,convenience,40.7506426,-73.9980248
Y&S Deli,convenience,40.7081444,-73.9195311
Landau's Supermarket,supermarket,40.7017286,-73.9586533
Cypress Grill and Deli,convenience,40.7004089,-73.9064012
Fresh My Day,supermarket,40.7293421,-73.9576439
Fresh Food Corner,convenience,40.7694197,-73.9520927
Buzz City Convenience,convenience,40.7713535,-73.9531589
7 Star Deli and Tobacco,convenience,40.7013271,-73.9054588
Key Food,supermarket,40.8434076,-73.9382743
Cookies Convenience,convenience,40.7671137,-73.9215631
7-Eleven,convenience,40.7753674,-73.9113567
Sunac Fancy Food,convenience,40.7446199,-73.9918105
Spring Mart,convenience,40.7215063,-73.9954056
1 Ave Gourmet Deli,convenience,40.7796153,-73.9476013
Blue Moon Deli & Grocery,convenience,40.7805464,-73.9469342
12th St. Gourmet Deli Inc.,convenience,40.7560619,-73.9425237
Monina’s,convenience,40.7215754,-73.9471505
K&M Gourmet,convenience,40.7247506,-73.9474796
Soho Garden,convenience,40.7231395,-73.9953781
Finest Food Corp,convenience,40.7956986,-73.9329448
Smiley's,convenience,40.7640651,-73.9670374
Unknown,convenience,40.7497068,-73.9774948
Katagiri,convenience,40.7509194,-73.9771424
My Way Convenience Smoke Shop,convenience,40.7811224,-73.9525297
My Neighbors Grocery,convenience,40.757361,-73.9448759
Don Juan Deli,convenience,40.7188877,-73.9924391
Food is Love,supermarket,40.7555413,-73.9122752
Grand Advance Trading,convenience,40.7181437,-73.9947599
Tan Tin Hung Supermarket,supermarket,40.7180786,-73.994794
New Amsterdam Drug Mart,convenience,40.7926648,-73.9716342
Columbia Deli,convenience,40.8006329,-73.965322
People's Place Convenience Shop,convenience,40.7691874,-73.9583033
Joe's Organic Market,convenience,40.8032748,-73.9670125
Taste of Lex Gourmet Deli,convenience,40.7946586,-73.9443204
Soler Brothers Deli & Grocery,convenience,40.7882358,-73.9413101
Sing's Deli & Grocery,convenience,40.7863029,-73.9524099
Tin Duc Food Market,convenience,40.7137753,-73.9918991
Gourmet Deli,convenience,40.7214918,-73.9889231
Star Convenience Store,convenience,40.721595,-73.9886852
Alganad,convenience,40.7210324,-73.9886251
Morton Williams,supermarket,40.769816,-73.9602841
Duke Ellington Deli,convenience,40.7991697,-73.9631565
Freedom Market,convenience,40.7720119,-73.9608641
Mr. Moe's Gourmet Deli,convenience,40.7863156,-73.9453305
Bangkok Center Grocery,convenience,40.7145178,-73.9993568
Gristedes,supermarket,40.7373308,-73.9734116
Trader Joe's,supermarket,40.7305095,-73.9810994
The Best of New York Food,convenience,40.7064388,-74.0059187
844 Deli Grocery,convenience,40.7974691,-73.9680966
Manhattan Avenue Food Market,convenience,40.8083599,-73.9545774
Food Bazaar,supermarket,40.8220705,-73.9302848
Unknown,convenience,40.7008436,-73.9624374
Circle K,convenience,40.7845267,-73.9559433
Fresh n Save,supermarket,40.7458851,-73.9018467
Lotto & Photo Center,convenience,40.7876383,-73.9537004
D'Agostino,supermarket,40.7728495,-73.9606178
Heavenly Market & Cafe,convenience,40.7311365,-73.994002
Brother's Candy & Grocery,convenience,40.7293567,-73.9782792
Mediterranean Food II,supermarket,40.7733683,-73.9110151
Future Village Farm Inc,convenience,40.7429129,-73.9799139
Brooklyn Fare,supermarket,40.7737017,-73.9892353
Morton Williams,supermarket,40.7722534,-73.9904013
Cozumel Gourmet Deli,convenience,40.7693948,-73.9885908
C-Town,supermarket,40.8146913,-73.9577661
Fine Fare,supermarket,40.7984216,-73.9462446
Flavor Taste,convenience,40.712757,-73.990168
Stop 1 Deli,convenience,40.7127877,-73.9898946
Unknown,supermarket,40.7132052,-73.9899625
Gramercy Park Beer & Lotto,convenience,40.7365016,-73.9790468
Central Park Deli,convenience,40.7943783,-73.9629137
Big Apple Food Market,convenience,40.7141697,-73.9873017
DC Meat Market,convenience,40.7136834,-73.9963042
Whole Foods Market,supermarket,40.7527404,-73.999786
Salt & Pepper Gourmet,convenience,40.7409053,-73.988483
Gormet Market,supermarket,40.7511226,-73.9402935
Fushimi Market,convenience,40.7467776,-73.9897559
Unknown,supermarket,40.7699165,-73.9021562
H Mart,supermarket,40.7302306,-73.9890875
Brooklyn Harvest Market,supermarket,40.7763552,-73.934908
Twin Filipino Food Mart,convenience,40.7689692,-73.9255096
Patrick Murphy Market,supermarket,40.784984,-73.9555954
Mi Esquinita,convenience,40.7700114,-73.9307819
Luscious Market Deli,convenience,40.7260124,-73.9893216
Come N Pick,convenience,40.7467668,-73.9005235
Metro Food Center,convenience,40.7145446,-73.9337558
Frederick Deli & Grocery,convenience,40.8079335,-73.9525508
Third Ave Deli & Grill,convenience,40.7396813,-73.9822869
Acme,supermarket,40.8117548,-73.9844592
Unknown,convenience,40.8661929,-73.9285043
Morton Williams,supermarket,40.7738531,-73.9518461
Gristedes,supermarket,40.7763648,-73.9465288
Gristedes,supermarket,40.7634504,-73.9588858
Morton Williams,supermarket,40.7816171,-73.9580323
Morton Williams,supermarket,40.7538189,-73.969016
Morton Williams,supermarket,40.764824,-73.9789137
Gracefully,supermarket,40.7364654,-73.9782629
East Side Grocery,convenience,40.7701888,-73.9571223
Food Emporium,supermarket,40.7224555,-73.9771378
9th Avenue Gourmet Deli,convenience,40.7645395,-73.9884424
Sam's Deli,convenience,40.7145336,-73.9995011
Daona,convenience,40.7756227,-73.9560593
The Sherpaz,convenience,40.780826,-73.916671
Unknown,convenience,40.7825333,-73.9151721
Berry Fresh,supermarket,40.7699509,-73.9047348
Amsterdam Convenience,convenience,40.8112013,-73.9580793
Foodtown,supermarket,40.8123847,-73.9572358
Mon Win Food Market,convenience,40.7196598,-73.9961104
Los Sures Mini Market,convenience,40.7115539,-73.9616777
Integral Yoga Institute NYC,convenience,40.738543,-74.0014493
BP Shop,convenience,40.7230644,-73.9387033
7-Eleven,convenience,40.7967632,-73.9377254
Little Japan,convenience,40.8165932,-73.9797847
City Acres Market,supermarket,40.7062836,-74.0074184
Deliteria Deli & Grocery,convenience,40.75862,-73.9660413
A Matter of Health,supermarket,40.7681384,-73.9559953
Diamond Mart,convenience,40.782686,-73.9479938
Apple Gourmet,convenience,40.7117779,-74.0085143
Heavenly Market & Deli,convenience,40.7297282,-74.0039827
Aldar,supermarket,40.7647165,-73.9145185
Platinum Convenience,convenience,40.7811328,-73.9809737
Hushrush,convenience,40.7892187,-73.9466282
B&C Gourmet Deli,convenience,40.7894924,-73.9464416
Elim Bistro,convenience,40.7130513,-74.0084528
Church St.,convenience,40.7163036,-74.0070698
Heaven On 7th Marketplace,convenience,40.763953,-73.9814089
7-Eleven,convenience,40.7156158,-74.00534
Lot-Less,convenience,40.7152092,-74.0056552
Gourmet Garage,supermarket,40.7174565,-74.0033287
Vegan Deli,convenience,40.783002,-73.9511602
Unknown,convenience,40.764427,-73.932951
Plaza Market,convenience,40.7503946,-73.9405595
Kwik Pik,convenience,40.7685823,-73.9246672
Tokyo Market,convenience,40.7610699,-73.9231461
Pitt Convenience,convenience,40.7186365,-73.982506
Yorkville Deli Market,convenience,40.7813056,-73.9495717
3rd Convenience House,convenience,40.7807965,-73.9522887
Happy 3rd Avenue Grocery,convenience,40.7823827,-73.9516176
Eastside Deli,convenience,40.784075,-73.9524185
Village Happy House Convenience,convenience,40.7283934,-73.9880441
Unknown,convenience,40.7614604,-73.9869493
SX Gourmet,convenience,40.7197997,-73.9877293
Flavor's House,convenience,40.7395692,-73.9799077
2nd Ave Grocery & Smoke Shop,convenience,40.7397206,-73.979801
Prestige Organic Market,supermarket,40.7360448,-73.9592699
Riverside Market,supermarket,40.7362244,-73.9588787
Lincoln Market,supermarket,40.7371469,-73.9556033
Greenstar Foods,convenience,40.7186764,-73.9894543
72nd St. Gourmet Deli,convenience,40.7684581,-73.9583947
Sapphire Cafe & Deli,convenience,40.718467,-73.9635182
Eastside Grocery,convenience,40.7790049,-73.9475479
Almond Deli,convenience,40.7384967,-73.9819475
Rivington Foods,convenience,40.7184303,-73.9826102
Foodtown,supermarket,40.7148158,-73.9428813
Atlantis Fresh Market,convenience,40.7139243,-73.9337772
William Organic Market,convenience,40.7143492,-73.9475818
The Daily Feed,convenience,40.7163156,-73.9623206
Big Apple Grocery,supermarket,40.7220245,-73.9043205
7-Eleven,convenience,40.7370473,-73.9842073
Pom's Gourmet Market,convenience,40.7472617,-73.9415204
Trader Joe's,supermarket,40.7458731,-73.9459681
Wize Organic Market,supermarket,40.7158714,-73.9521259
Green Valley,convenience,40.7502568,-73.9402655
Bolla Market,convenience,40.7208643,-73.9444336
48 Deli & Grill,convenience,40.7559327,-73.9128319
Citarella,supermarket,40.7810035,-73.9816301
Trader Joe's,supermarket,40.7596586,-73.9613341
Franklin Corner Cafe,convenience,40.7328298,-73.9579297
Market C,convenience,40.7740666,-73.9841113
Carnegie Market,supermarket,40.7865976,-73.9521915
M & O Market & Deli,convenience,40.7261387,-74.0013981
Bhakti 2154 Mini Mart,convenience,40.804484,-73.9550689
7-Eleven,convenience,40.7608817,-73.9979879
103 Deli & Grocery,convenience,40.7901641,-73.9475858
Smashiess,convenience,40.7902027,-73.9471475
Heavenly Market,convenience,40.7864405,-73.9487376
Heavenly Market,convenience,40.7776873,-73.9456083
Heavenly Market,convenience,40.7772036,-73.9464111
York Food & Convenience Store,convenience,40.7768521,-73.9466966
La Costeñita Deli,convenience,40.7976354,-73.9344531
TSM Grocery,convenience,40.7970748,-73.9348523
Garden Gourmet,convenience,40.7885046,-73.9411529
GoPuff,convenience,40.7819992,-73.9539501
Lexington Deli,convenience,40.7812585,-73.9544826
Wholesome Organic Convenience,convenience,40.7190287,-73.9846435
N & N Delancey Smoke Shop,convenience,40.7190955,-73.9908071
Gourmet Deli & Grill,convenience,40.7257549,-73.9899734
City Acres Market,supermarket,40.7490721,-73.938124
River Food Market,convenience,40.7542638,-73.9979394
Empire Gourmet,convenience,40.7389332,-73.979898
Noho Food Market,convenience,40.7267631,-73.9919243
Rainbow Convenience,convenience,40.7280306,-73.9903067
Mars Deli,convenience,40.7393516,-73.9210465
301 West Side Corp,convenience,40.7799437,-73.9804215
QuickChek,convenience,40.8088588,-74.0023744
7-Eleven,convenience,40.7643193,-73.9618767
Jenny's Marketplace,convenience,40.7565185,-73.9974491
The 43rd St Deli Corp,convenience,40.7604456,-73.9946381
Amazon Go,convenience,40.7515071,-73.9757706
East 106 Deli & Grocery,supermarket,40.7897185,-73.9406863
Gristedes,supermarket,40.7991783,-73.9681732
NY Grill & Deli,convenience,40.7441499,-73.9748456
Kay's Gourmet,convenience,40.7314623,-73.9858776
Wyckoff Organic Mini Market Inc,convenience,40.7003924,-73.9123639
A & S Deli Corp V,convenience,40.7042898,-73.9099463
La Costeñita Grocery,supermarket,40.7943707,-73.9399233
H&Y Marketplace,supermarket,40.8318263,-74.0108498
GAH Inc,convenience,40.7060469,-73.9074383
Aghapy Food Inc.,convenience,40.7061174,-73.9075618
ALDI,supermarket,40.8776918,-73.9048145
Linden Deli Corp.,convenience,40.7066509,-73.9059754
Super Foodtown,supermarket,40.8227754,-73.9422037
C&S Mart,convenience,40.7361373,-73.9793211
Antillana,supermarket,40.8571011,-73.9005578
Unknown,supermarket,40.8576134,-73.9008547
Food Dynasty,supermarket,40.8596226,-73.9033837
Compare Foods,supermarket,40.8504392,-73.9067214
Concourse Food Plaza,supermarket,40.8539613,-73.9019207
Unknown,supermarket,40.8491787,-73.9115463
Unknown,supermarket,40.8390217,-73.9188578
Unknown,supermarket,40.8582569,-73.9037255
KMP Market,convenience,40.7325514,-73.9819418
Snaxit,convenience,40.8686513,-73.9727135
C-Town,supermarket,40.8673783,-73.9216244
K. K. Discount Store,convenience,40.7163541,-73.9989327
Greenbay Organic Foods,supermarket,40.7665934,-73.9210431
Village Gourmet Grocery,convenience,40.7272242,-73.9884475
Pak Punjab,convenience,40.7254157,-73.9897686
Park Avenue Grocery & Convenience,convenience,40.7927357,-74.0033034
La Casa Supermarket,convenience,40.7907188,-74.0045426
Danny's Convenience Store,convenience,40.7937791,-74.0052204
Cafecito,convenience,40.7185168,-73.9938501
Village Craft Beer & Smoke,convenience,40.727754,-73.9849656
Snack Stop,convenience,40.7279997,-73.9865817
Trader Joe's,supermarket,40.7180715,-73.9644379
Happy Market,convenience,40.8628579,-73.9866113
Deli & Shawarma,convenience,40.771293,-73.953197
Neighborhood Deli Grocery NY Inc,convenience,40.7206217,-73.9854774
Mon Amour Grill,convenience,40.7319645,-73.9594913
