station_id,metro_500m,bus_500m,Parks_500m,Libraries_500m,Colleges_500m,Attractions_500m,Athletics_500m,Supermarkets and Convenience Stores_500m,Malls and Shopping Centers_500m,"Restaurants, Cafes, and Bars_500m",Retail Stores_500m,hospitals_500m,residential_500m,civic_buildings_500m,event_venues_500m,start_lat,start_lng
5779.11,11,31,11,1,0,82,13,23,0,140,9,2,0,4,3,40.73031071000900,-73.98047178983690
5785.05,6,31,0,0,0,0,0,23,0,61,8,2,0,4,0,40.73026,-73.95394
5785.1,6,24,0,0,0,0,0,16,0,31,4,2,0,2,0,40.73124,-73.95161
5788.12,33,36,5,1,0,104,0,25,0,209,27,9,0,0,9,40.73223272,-73.98889957
5788.13,24,34,7,1,1,125,0,29,0,232,34,6,0,0,8,40.73020660529950,-73.99102628231050
5788.15,33,39,5,1,1,124,0,25,0,200,13,10,0,0,9,40.732647,-73.99011
5788.16,31,36,7,1,1,105,1,34,0,252,29,9,0,1,11,40.73127,-73.98849
5794.05,0,9,0,0,0,2,0,11,0,32,3,0,0,2,0,40.731734785883500,-73.9612390102593
5797.01,16,23,12,1,4,130,6,13,0,239,12,4,0,1,3,40.73226398,-73.99852205
5805.05,21,21,11,1,0,54,15,8,0,140,8,2,0,1,3,40.73172428,-74.00674436
5805.07,25,29,15,2,1,78,18,11,0,241,11,3,0,1,3,40.73213896287380,-74.00363802909850
5820.08,21,37,4,1,0,97,6,40,0,238,22,6,0,1,8,40.73153937464070,-73.9853024482727
5826.02,6,29,0,0,0,0,0,25,0,56,7,2,0,3,0,40.73232194,-73.9550858
5829.12,33,37,5,0,2,137,0,21,0,159,15,9,0,0,9,40.73261787,-73.99158043
5838.09,16,25,13,2,3,109,8,9,0,258,12,4,0,1,5,40.73224119,-74.00026394
5847.01,9,22,8,1,0,38,11,9,0,132,8,1,0,1,3,40.73291553,-74.00711384
5847.06,8,18,4,1,0,28,11,5,0,82,6,0,0,1,3,40.73342399437080,-74.00851495563980
5847.08,7,17,3,1,0,34,11,6,0,91,6,1,0,1,2,40.73191132323170,-74.008769094944
5851.01,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,40.73224,-73.94383
5854.09,11,24,4,1,1,104,12,29,0,80,5,11,0,0,0,40.73381219196630,-73.98054420948030
5854.1,11,20,11,0,0,108,18,22,0,72,5,2,0,0,0,40.732339777151100,-73.97898383438590
5860.02,6,22,0,0,0,0,0,16,0,23,2,1,0,2,0,40.73396,-73.95204
5863.07,22,28,5,0,0,98,9,24,0,149,12,10,0,0,6,40.734232,-73.986923
5869.04,6,22,0,0,0,2,0,22,0,55,5,2,0,2,0,40.73266,-73.95826
5872.1,26,29,4,1,5,132,6,14,0,157,14,6,0,0,3,40.73275887045090,-73.99581670761110
5880.02,23,29,14,2,2,65,5,9,0,214,13,3,0,1,3,40.73401143,-74.00293877
5883.06,0,9,0,0,0,0,0,5,0,2,0,0,0,2,0,40.73443564069460,-73.93790781497960
5886.13,1,9,2,0,0,84,14,10,0,16,2,1,0,0,0,40.733208626522400,-73.9756813647
5896.01,17,27,3,1,1,102,11,32,0,120,4,15,0,0,6,40.73431166276580,-73.98372530937200
5902.07,3,15,0,0,0,0,0,16,0,34,1,1,0,1,0,40.735217,-73.954926
5905.12,29,30,1,0,1,91,0,19,0,153,34,9,0,0,6,40.73454567,-73.99074142
5905.14,31,32,1,0,4,94,0,16,0,134,34,8,0,0,6,40.734814,-73.992085
5914.03,38,27,5,1,5,78,0,9,0,150,17,4,0,0,0,40.73532427,-73.99800419
5914.08,37,34,10,1,5,70,5,7,0,165,16,5,0,1,1,40.735238,-74.000271
5917.02,0,12,0,0,0,0,0,5,0,3,0,0,0,2,0,40.73565914819230,-73.93478840589520
5922.04,8,24,7,0,0,35,2,7,0,115,9,0,0,1,3,40.73498,-74.00697
5922.07,17,29,10,1,0,45,5,8,0,155,11,2,0,1,3,40.73535398,-74.00483091
5922.08,16,30,8,0,0,37,5,5,0,135,14,1,0,1,1,40.73652889,-74.00618026
5929.01,0,21,5,1,1,102,23,20,0,26,2,8,0,0,1,40.736502,-73.97809472
5938.01,28,35,4,1,3,100,11,27,0,122,7,17,0,0,9,40.73624527,-73.98473765
5938.11,25,25,2,0,0,99,1,17,0,164,32,9,0,0,6,40.735367055605400,-73.98797392845150
5944.01,1,12,0,0,0,0,0,11,0,30,1,0,0,1,0,40.73564,-73.95866
5947.04,35,29,2,1,5,87,0,10,0,130,38,10,0,0,3,40.735445,-73.99431
5947.06,32,24,1,1,4,80,0,7,0,150,49,10,0,0,4,40.736592,-73.992949
5955.12,40,36,10,1,4,54,5,10,0,170,15,2,0,1,0,40.735918,-74.000939
5964.01,2,18,4,0,0,26,5,5,0,73,5,0,0,1,1,40.7361967,-74.00859207
5971.08,3,28,3,1,3,112,11,29,0,77,3,12,0,0,1,40.73587678,-73.98205027
5971.09,0,30,4,1,3,111,19,29,0,73,2,10,0,0,3,40.73716919369880,-73.98122549057010
5977.01,3,12,0,0,0,0,0,10,0,22,0,1,0,1,0,40.73555,-73.95284
5980.1,37,27,1,1,1,80,0,13,0,160,43,10,0,0,5,40.737006,-73.990134
5980.11,40,29,2,1,1,73,0,8,0,155,42,11,0,0,4,40.73829,-73.99006
5989.02,34,19,3,2,4,58,0,9,0,121,34,8,0,0,1,40.738046142482800,-73.99642959237100
5992.02,0,23,0,0,0,0,0,3,0,8,0,0,0,2,0,40.73781699881190,-73.93024072051050
5997.1,21,27,7,0,0,34,5,6,0,140,14,1,0,1,2,40.73752993301070,-74.00558933615690
6001.01,0,10,0,0,0,0,0,2,0,1,0,0,0,0,0,40.73866345465310,-73.94093804061410
6004.06,0,22,3,1,1,73,15,24,0,48,0,9,0,0,1,40.739445,-73.976806
6004.07,0,26,5,1,1,99,25,24,0,40,2,8,0,0,1,40.7381765,-73.97738662
6013.12,20,33,3,1,3,89,11,21,0,124,7,13,0,1,8,40.73795,-73.98509
6019.04,1,11,0,0,0,0,0,6,0,16,0,0,0,1,0,40.738095,-73.954867
6022.04,35,22,1,1,4,83,0,7,0,154,46,10,0,0,4,40.73726186,-73.99238967
6030.04,49,29,9,1,3,58,9,9,0,128,12,8,0,0,1,40.73781509,-73.99994661
6030.06,46,20,7,0,3,60,9,9,0,122,14,6,0,1,3,40.73935542,-73.99931783
6033.01,0,13,0,0,0,0,0,3,0,9,0,0,0,2,0,40.74021356884920,-73.93537044525150
6039.06,6,16,5,0,0,41,5,5,1,90,7,0,0,0,2,40.739323,-74.008119
6046.02,0,34,4,1,3,97,26,34,0,91,5,11,0,0,4,40.73912601,-73.97973776
6055.08,38,32,2,1,2,84,0,14,0,136,37,10,0,1,6,40.73827428,-73.98751968
6064.08,50,16,1,1,2,44,0,8,0,128,45,8,0,1,2,40.73971301,-73.99456405
6072.06,31,22,8,0,0,60,9,7,1,141,14,1,0,0,2,40.7390169121,-74.0026376103
6072.11,30,19,6,0,0,68,9,14,1,138,15,1,0,1,4,40.740983,-74.001702
6076.02,0,14,0,0,0,0,0,1,0,8,0,0,0,0,0,40.7413272,-73.937999
6079.03,0,19,3,1,0,59,19,21,0,53,0,4,0,0,0,40.74144387,-73.97536082
6086.02,6,10,0,0,0,0,0,1,0,2,0,0,0,0,0,40.7396139,-73.945151
6089.07,31,38,2,1,3,78,11,30,0,149,8,12,0,1,4,40.74025878,-73.98409214
6089.08,30,39,3,2,2,76,7,32,0,138,5,15,0,1,5,40.741459,-73.983293
6089.11,22,38,3,2,3,82,10,34,0,118,4,20,0,1,4,40.74069317733040,-73.98160636425020
6098.02,42,24,3,1,1,49,0,5,0,141,45,11,0,1,1,40.73972989238720,-73.99103969335560
6098.1,36,26,2,1,1,61,0,6,0,159,43,10,0,1,1,40.73988840859000,-73.98958593606950
6104.01,1,0,0,0,0,0,0,3,0,8,0,0,0,0,0,40.740288,-73.960697
6107.08,51,18,4,2,1,65,4,14,0,121,13,7,0,1,5,40.74056423633950,-73.99852573871610
6110.01,7,24,0,0,0,0,0,5,0,22,0,0,0,0,0,40.740821207823200,-73.93147185444830
6115.06,19,19,7,0,0,65,9,8,1,114,10,1,0,0,3,40.74005708567290,-74.0052741765976
6115.09,0,9,1,0,0,68,9,3,1,78,9,0,0,0,2,40.74275382865900,-74.00747358798980
6119.01,5,8,0,0,0,0,0,1,0,1,0,0,0,0,0,40.74113,-73.942518
6122.09,0,28,2,1,2,67,8,33,0,111,3,13,0,0,3,40.74172351097470,-73.97809267044070
6128.04,21,19,0,0,0,0,0,5,0,46,0,0,0,2,1,40.74252,-73.948852
6131.1,31,30,2,1,3,70,0,21,0,169,23,7,0,1,5,40.74096374,-73.98602213
6131.12,42,32,2,0,3,69,0,20,0,187,20,7,0,1,5,40.742684734875700,-73.98671329021450
6131.13,45,35,2,1,3,74,0,24,1,174,9,13,0,1,5,40.74275179649000,-73.9847157150507
6137.04,10,8,0,0,0,0,0,5,0,46,0,0,0,2,1,40.7423737,-73.9566
6140.05,36,17,2,2,1,34,0,13,0,126,37,9,0,1,2,40.74173969,-73.99415556
6148.02,34,19,5,0,0,72,9,14,1,139,15,1,0,1,4,40.74177603,-74.00149746
6151.03,7,14,0,0,0,0,0,3,0,11,0,0,0,0,0,40.743,-73.93561
6157.04,0,8,1,0,0,54,5,4,1,71,7,0,0,0,2,40.74198159994020,-74.00831580162050
6164.09,26,39,4,1,2,72,5,32,0,163,7,14,0,1,6,40.74311555376490,-73.98215353488920
6170.02,13,12,0,0,0,0,0,6,0,51,0,0,0,2,1,40.74232744,-73.95411749
6170.09,20,16,0,0,0,0,0,5,0,47,0,0,0,2,1,40.7429302,-73.952037
6173.08,46,24,2,1,1,47,0,13,0,154,23,7,0,1,3,40.74286877312110,-73.98918628692630
6179.07,6,3,0,0,0,0,0,2,0,20,0,0,0,0,0,40.74336608027020,-73.95960688591000
6182.02,51,14,2,2,0,44,4,13,0,123,11,6,0,1,5,40.74238787,-73.99726235
6185.04,7,20,0,0,0,0,0,5,0,18,0,0,0,0,0,40.74283,-73.9321
6185.07,7,18,0,0,0,0,0,4,0,17,0,0,0,0,0,40.7443653191867,-73.93172398209570
6190.03,18,20,2,0,0,73,7,10,1,128,14,2,0,1,4,40.7435337324616,-74.00367558002470
6190.08,18,17,4,0,0,72,9,10,1,131,14,2,0,1,4,40.74317449,-74.00366443
6194.06,9,17,0,0,0,0,0,4,0,22,0,0,0,0,0,40.744831,-73.938411
6197.08,0,20,3,1,0,49,13,22,0,66,0,6,0,0,0,40.74322681432170,-73.97449783980850
6197.11,0,25,3,1,0,62,17,30,0,106,4,13,0,0,1,40.74299,-73.97711
6203.02,24,27,0,0,0,0,0,9,0,33,0,2,0,1,1,40.74524768,-73.94733276
6206.08,22,31,2,2,3,78,3,24,1,199,11,18,1,1,6,40.74444921,-73.98303529
6212.04,10,10,0,0,0,0,0,6,0,53,1,0,0,2,1,40.74436328706690,-73.9558732509613
6212.08,15,19,0,0,0,0,0,7,0,56,1,0,0,2,1,40.7449067,-73.9534573
6215.04,38,21,3,2,2,43,0,13,0,139,25,9,0,1,3,40.74395411,-73.99144871
6215.07,44,25,3,1,2,58,0,15,1,175,27,5,0,1,3,40.74526,-73.99062
6224.03,30,15,5,1,0,74,7,16,0,99,9,2,0,1,5,40.74475148,-73.99915362
6224.05,38,17,4,1,0,71,7,16,1,121,10,2,0,1,5,40.74345335,-74.00004031
6227.02,9,16,0,0,0,0,0,3,0,12,0,0,0,0,0,40.74469738,-73.93540375
6230.02,0,22,7,0,0,98,17,14,0,46,2,8,0,1,0,40.746202,-73.971822
6230.04,0,13,2,0,0,38,17,11,0,19,0,5,0,0,0,40.744219,-73.97121214
6233.04,0,12,1,0,0,45,0,1,0,22,2,1,0,0,1,40.746872,-74.00821
6233.05,4,8,2,0,0,68,7,3,1,85,9,1,0,0,4,40.74334935,-74.00681753
6237.01,10,15,0,0,0,0,0,2,0,19,0,1,0,0,0,40.7437524099784,-73.94176483154300
6239.08,19,33,3,1,0,68,16,35,0,149,6,15,1,0,3,40.74394314,-73.97966069
6245.08,28,25,0,0,0,0,0,9,0,62,0,1,0,2,1,40.745805,-73.950752
6248.08,42,32,5,1,1,77,0,15,1,204,37,7,0,1,3,40.7459849,-73.98629487
6254.06,8,7,0,0,0,0,0,5,0,44,1,0,0,2,1,40.745038,-73.957539
6257.03,41,16,2,1,3,54,3,18,0,124,15,4,0,1,4,40.74487634,-73.99529885
6257.06,51,19,1,1,2,56,3,13,0,129,21,4,0,0,3,40.74665,-73.99392
6266.06,15,17,4,0,0,88,8,12,1,97,8,3,0,2,5,40.7454973,-74.00197139
6278.05,24,26,0,0,0,0,0,10,0,29,0,2,0,0,1,40.745627,-73.945661
6280.12,19,29,1,2,1,72,3,25,1,193,14,16,1,0,5,40.7457121,-73.98194829
6286.02,0,0,0,0,0,0,0,4,0,39,1,1,0,1,1,40.74731,-73.95451
6289.06,41,31,4,0,3,67,0,12,1,186,39,6,0,1,4,40.7462009,-73.98855723
6297.07,31,16,2,1,2,68,11,13,0,93,9,4,0,1,3,40.747968,-73.996637
6297.08,24,17,2,1,2,58,10,17,0,101,9,3,0,2,6,40.74649996333340,-73.99732626293650
6300.04,9,12,0,0,0,0,0,4,0,12,0,0,0,0,0,40.74653761978060,-73.93215849995610
6303.02,1,18,7,0,0,153,9,13,0,55,2,5,0,1,0,40.7487575,-73.970127
6306.01,0,18,2,0,0,84,1,7,1,68,6,2,0,0,3,40.745686,-74.005141
6306.06,0,17,3,0,0,81,14,7,0,46,4,2,0,1,4,40.74691959,-74.00451887
6310.06,24,32,0,0,0,0,0,14,0,46,0,2,0,0,1,40.7485,-73.941275
6313.1,18,33,1,2,1,85,10,25,0,143,7,18,1,1,4,40.7475739589548,-73.9788007736206
6319.01,16,24,0,0,0,0,0,9,0,52,0,2,0,1,2,40.74708586,-73.94977234
6319.03,17,25,0,0,0,0,0,8,0,39,0,2,0,0,1,40.748036,-73.946705
6319.04,11,21,0,0,0,0,0,6,0,27,0,2,0,0,1,40.749207,-73.949373
6319.07,18,26,0,0,0,0,0,9,0,40,0,2,0,0,1,40.74737075646800,-73.94777297973630
6322.01,42,28,3,1,1,75,0,11,1,173,38,12,1,0,4,40.74765947,-73.98490707
6331.01,62,26,2,0,2,74,0,10,0,157,45,5,0,1,2,40.749156,-73.9916
6339.06,12,15,5,0,1,65,14,14,0,74,4,3,0,1,4,40.74783260583770,-74.0005722643582
6352.01,20,34,0,0,0,0,0,15,0,45,0,2,0,0,1,40.74718234,-73.9432635
6361.03,3,13,0,0,0,0,0,4,0,24,1,1,0,0,0,40.74966,-73.9521
6364.07,43,32,2,1,1,69,0,8,1,196,48,5,0,1,3,40.74901271,-73.98848395
6364.1,39,32,2,1,1,68,0,7,1,193,49,7,0,1,4,40.74964,-73.98805
6373.07,44,19,1,0,2,67,10,10,0,98,17,2,0,2,4,40.74965268472850,-73.9952078461647
6379.03,0,16,9,0,0,194,7,12,0,55,2,4,0,2,0,40.75001986,-73.96905301
6382.05,0,16,5,0,0,50,14,7,0,41,7,2,0,2,5,40.749717753,-74.002950346
6389.09,27,40,1,1,0,151,7,23,0,151,6,9,1,1,2,40.7494985460252,-73.97729203113160
6395.01,17,25,0,0,0,0,0,10,0,36,0,3,0,0,1,40.75052534,-73.94594845
6398.06,42,38,4,3,2,103,0,9,1,175,36,7,1,0,6,40.75038009,-73.98338988
6398.08,23,32,3,2,1,98,0,14,1,192,23,15,1,0,6,40.74848023448580,-73.98255586624150
6416.06,18,15,4,0,2,65,14,13,0,67,11,2,0,1,3,40.7500727,-73.99839279
6422.08,10,25,7,1,0,213,7,16,0,94,3,6,0,3,0,40.75022392,-73.97121414
6422.09,14,33,6,1,0,232,7,16,0,100,3,5,0,2,0,40.75118387463280,-73.97138714790340
6425.04,0,13,3,0,0,50,11,3,0,23,7,1,0,2,5,40.751396,-74.005226
6429.01,16,31,0,0,0,0,0,13,0,40,0,1,0,0,1,40.75110165,-73.94073717
6432.08,33,42,1,3,1,126,0,13,0,133,24,5,1,1,2,40.751581,-73.97791
6432.09,34,43,1,3,1,135,0,14,0,136,24,4,0,1,2,40.751873,-73.977706
6432.11,31,40,2,3,0,122,0,16,0,133,22,6,1,1,2,40.750756,-73.978326
6438.05,4,21,0,0,0,0,0,5,0,15,0,1,0,1,1,40.75177,-73.94821
6441.01,57,31,3,0,1,68,0,7,1,203,53,6,0,1,3,40.75097711,-73.98765428
6441.02,70,37,3,2,1,72,0,6,0,201,57,3,0,1,4,40.75172632,-73.98753523
6441.06,77,35,3,1,0,76,0,7,0,188,58,3,0,1,10,40.75227093837410,-73.98770570755010
6450.05,40,22,1,0,2,64,4,13,0,117,30,2,0,2,4,40.7505853470215,-73.9946848154068
6450.12,35,21,0,0,2,59,0,11,0,137,37,2,0,2,5,40.751551,-73.993934
6459.04,2,16,5,0,0,49,14,8,0,39,7,2,0,2,5,40.75066386,-74.00176802
6459.07,4,13,4,0,0,47,11,6,0,33,7,0,0,2,5,40.752694,-74.002353
6462.05,13,26,0,0,0,0,0,14,0,30,0,1,0,0,1,40.7535992020056,-73.93795609474180
6462.09,15,24,0,0,0,0,0,14,0,31,0,1,0,0,1,40.75217,-73.93588
6462.19,16,27,0,0,0,0,0,13,0,40,0,1,0,0,1,40.751047,-73.93797
6464.08,31,40,5,2,0,234,0,16,0,132,5,3,0,2,1,40.75255434,-73.97282625
6464.09,34,46,1,1,0,203,0,17,0,146,17,2,0,1,1,40.752643,-73.974996
6471.02,8,24,0,0,0,0,0,11,0,21,0,1,0,1,0,40.75325964,-73.94335788
6474.11,39,42,1,3,2,112,0,11,0,140,27,6,1,0,6,40.752062307,-73.9816324043
6483.06,76,32,2,0,0,78,0,5,0,187,55,4,0,2,6,40.752149,-73.989539
6492.04,8,15,3,0,0,45,11,13,0,53,9,0,0,1,4,40.75377336836040,-73.99937599897390
6492.08,22,16,3,0,1,49,10,15,0,102,20,1,0,1,4,40.752568,-73.996765
6495.17,14,14,0,0,0,0,0,8,0,15,0,0,0,0,1,40.75186951421880,-73.93349289894100
6498.09,0,19,8,0,0,209,7,6,0,72,1,3,0,2,0,40.75206862,-73.96784384
6498.1,20,29,6,2,0,245,0,11,0,117,3,3,0,4,0,40.75323098,-73.97032517
6514.08,1,15,0,0,0,3,0,2,0,2,0,0,0,1,0,40.7552433,-73.9485678
6517.08,47,30,2,2,1,133,0,4,0,153,39,4,0,0,12,40.75492,-73.98455
6526.01,39,26,0,0,0,54,0,12,0,164,39,1,0,2,5,40.752762088742000,-73.99280458705110
6526.05,57,31,0,0,0,71,1,15,0,183,31,4,0,3,9,40.75461,-73.99177
6532.06,5,19,5,0,0,128,0,5,0,64,0,2,0,3,0,40.75455731,-73.96592976
6535.04,4,16,2,0,0,37,0,8,0,36,7,0,0,1,4,40.75516719072140,-74.00059908628460
6538.11,10,10,0,0,0,0,0,15,0,27,0,0,0,0,1,40.75473,-73.93367
6541.03,35,36,1,2,0,187,0,12,0,135,6,2,0,3,0,40.7546011026,-73.971878855
6551.02,51,44,1,2,1,123,0,4,0,136,37,1,0,0,6,40.75500254,-73.98014437
6551.11,44,49,1,3,1,115,0,14,0,153,31,1,0,0,4,40.75354681867070,-73.97896572947500
6560.01,50,32,2,1,1,126,0,4,0,179,41,4,0,1,14,40.75513557,-73.98658032
6560.14,61,31,1,0,0,108,0,7,0,184,40,4,0,2,15,40.754818,-73.988154
6560.15,73,36,2,2,1,89,0,5,0,176,60,3,0,1,10,40.7529728216068,-73.98734897375110
6566.01,0,5,3,0,0,15,0,0,0,2,0,0,0,0,1,40.75370225419110,-73.95865201950070
6569.07,24,24,1,0,0,53,0,18,0,117,21,2,0,2,8,40.75462324029110,-73.99516761302950
6569.08,22,17,1,0,0,47,0,12,0,87,15,1,0,1,7,40.754691750226000,-73.99740189313890
6569.09,23,18,1,0,0,46,0,16,0,110,24,1,0,1,4,40.75414519263520,-73.9960889518261
6575.03,19,25,5,1,0,145,0,10,0,93,1,2,0,4,0,40.755293,-73.967641
6578.01,4,12,2,0,0,41,0,5,0,17,7,0,0,0,4,40.75594159,-74.0021163
6581.14,1,9,0,0,0,0,0,11,0,27,1,1,0,2,1,40.756351,-73.936515
6584.12,46,48,0,2,0,134,0,14,0,131,27,1,0,3,1,40.75510267,-73.97498696
6593.14,58,38,2,2,1,127,0,4,0,157,43,3,0,0,12,40.75527307,-73.98316936
6593.15,61,34,2,1,1,148,0,3,0,158,55,2,0,0,12,40.756951,-73.982631
6599.01,2,11,3,0,0,30,5,0,0,6,0,0,1,0,1,40.757284,-73.9536
6602.03,40,25,2,0,0,106,1,14,0,236,36,3,0,2,19,40.75640548,-73.9900262
6602.05,31,25,3,0,0,101,6,16,0,222,29,1,0,1,17,40.7575699,-73.99098507
6608.09,5,19,7,0,0,79,9,12,0,75,1,2,0,1,0,40.756265,-73.964179
6611.02,4,18,1,0,0,48,0,16,0,73,9,1,0,1,7,40.75660359,-73.9979009
6611.07,4,18,1,0,0,44,0,12,0,45,8,1,0,0,7,40.75676475086500,-73.99971440439910
6614.01,5,11,0,0,0,0,0,14,0,37,1,1,0,0,1,40.757186,-73.932719
6617.02,22,38,2,1,0,98,0,9,0,115,6,4,0,2,0,40.75763227739440,-73.96930575370790
6617.09,26,41,1,2,0,91,0,7,0,115,13,4,0,2,0,40.75828065,-73.97069431
6626.01,39,39,0,2,1,111,0,1,0,107,48,1,0,0,0,40.75724567911730,-73.97805914282800
6626.11,40,33,0,1,1,109,0,2,0,123,54,1,0,0,4,40.75776935448310,-73.97929430007940
6644.07,12,26,5,0,0,69,11,20,0,165,6,2,1,1,11,40.75898481399630,-73.99379968643190
6644.08,23,28,1,0,0,62,1,20,0,147,21,2,0,2,14,40.756403523272500,-73.99410143494610
6650.07,18,37,4,0,0,69,3,17,0,111,6,4,0,2,0,40.75797322,-73.96603308
6656.05,5,18,0,0,0,0,0,8,0,13,0,1,0,2,1,40.7576314,-73.9391224
6659.01,29,39,0,2,0,111,0,7,0,121,20,3,0,3,0,40.75714758,-73.97207836
6659.03,27,41,2,3,0,100,0,3,0,118,49,2,0,2,1,40.7597108,-73.97402311
6659.09,34,39,0,2,0,99,0,4,0,115,51,0,0,2,0,40.75863,-73.97513
6659.1,33,40,0,3,0,111,0,5,0,119,35,0,0,2,0,40.757334,-73.974235
6664.05,5,21,0,0,0,0,0,4,0,4,0,0,0,1,0,40.75742,-73.945133
6667.04,48,31,1,0,1,161,0,5,0,158,44,1,0,0,11,40.758397,-73.98255
6676.02,51,29,6,0,0,147,10,15,0,215,21,2,0,1,19,40.75929124,-73.98859651
6682.03,3,24,7,0,0,49,14,17,0,67,2,2,2,0,0,40.75892386377700,-73.96226227283480
6682.08,1,22,8,0,1,59,14,13,0,42,1,3,2,0,1,40.759107,-73.959223
6688.01,4,10,0,0,0,0,0,10,0,26,1,1,0,0,0,40.7596276,-73.9321455
6691.11,31,42,4,1,0,80,0,13,0,121,7,4,0,3,0,40.75934501,-73.96759673
6700.01,36,30,1,2,0,83,0,2,0,120,47,0,0,0,0,40.75992262,-73.97648516
6700.14,39,32,0,1,0,86,0,4,0,144,47,0,0,0,0,40.75973805251140,-73.97811613976960
6708.04,53,22,2,0,0,149,1,6,0,188,20,1,0,0,16,40.76017739537780,-73.98486793041230
6717.06,19,29,7,0,0,118,17,18,0,187,2,3,1,1,13,40.76019252,-73.9912551
6723.1,4,26,7,0,0,51,14,17,0,77,2,2,2,0,0,40.759125,-73.962658
6726.01,0,14,0,0,0,45,0,7,0,29,0,1,1,0,9,40.76030096,-73.99884222
6729.02,0,11,0,0,0,0,0,5,0,7,1,1,0,2,0,40.7601853,-73.9362726
6732.01,41,39,2,2,0,82,0,3,0,106,36,5,0,1,1,40.761573,-73.972628
6737.03,0,18,0,0,0,3,0,2,0,7,0,1,0,2,0,40.7614376,-73.9411265
6740.01,59,26,0,1,0,104,0,5,0,157,40,1,0,0,10,40.76132983124810,-73.97982001304630
6740.1,55,24,1,1,0,117,0,4,0,167,42,0,0,0,9,40.7606597,-73.98042047
6747.06,29,23,8,1,0,124,17,13,0,224,9,1,0,0,12,40.76227205,-73.98788205
6747.07,33,18,5,0,0,127,8,13,0,225,14,1,0,0,12,40.76171227910670,-73.98655101656910
6753.08,8,27,8,1,1,71,25,20,0,68,3,4,2,0,1,40.7612274,-73.96094022
6756.01,4,19,6,0,0,58,11,16,0,134,2,2,1,1,11,40.76009437,-73.99461843
6756.05,0,20,4,0,0,48,9,6,0,54,0,1,1,0,10,40.762009,-73.996975
6759.15,6,22,0,0,0,0,0,16,0,36,2,1,0,0,0,40.76108,-73.930562
6762.02,30,41,3,1,0,76,0,16,0,112,17,7,0,1,1,40.76095756,-73.96724467
6765.01,0,11,0,0,0,28,0,3,0,6,0,0,0,0,2,40.76087502,-74.00277668
6771.13,44,34,1,1,0,92,0,5,0,133,46,1,0,0,4,40.761865,-73.977242
6779.05,65,28,0,0,0,89,0,9,0,202,9,2,0,0,10,40.76344058,-73.98268129
6779.07,56,22,1,1,0,123,0,8,0,184,21,1,0,0,12,40.76167,-73.98256
6786.02,19,25,7,1,0,122,17,16,0,215,3,2,1,1,11,40.76153045158110,-73.99007007479670
6795.01,0,22,5,1,0,50,9,6,0,41,0,1,1,0,6,40.76341379,-73.99667444
6798.01,0,19,0,0,0,0,0,7,0,9,1,3,0,0,0,40.7628138,-73.9342862
6801.16,28,32,2,1,0,120,0,2,0,70,37,4,0,1,1,40.764752828526300,-73.97037800510200
6806.06,0,16,0,0,0,2,0,2,0,7,0,1,0,2,0,40.76315481910370,-73.93985509872440
6809.07,39,32,1,1,0,79,0,5,0,121,33,1,0,0,5,40.76340613,-73.97722479
6809.09,41,31,1,1,0,87,0,5,0,138,36,1,0,0,6,40.763189,-73.978434
6814.01,0,13,0,1,0,32,0,1,0,0,0,1,0,1,0,40.7639089,-73.9477213
6816.07,47,25,2,0,0,94,7,13,0,188,6,3,0,0,12,40.76370739,-73.9851615
6822.09,5,32,1,1,4,84,14,16,0,76,6,13,2,0,1,40.76500525,-73.95818491
6824.07,0,26,8,1,0,71,17,10,0,147,0,2,1,0,11,40.76269882,-73.99301222
6830.02,26,35,2,2,0,84,6,14,0,82,20,5,0,3,1,40.763954,-73.9646
6830.04,21,38,3,1,0,80,0,14,0,93,19,9,0,3,1,40.76313,-73.96527
6836.07,0,24,0,0,0,0,0,3,0,5,0,2,0,0,0,40.7638753,-73.9364848
6839.04,33,35,2,1,0,88,0,4,0,99,36,5,0,1,1,40.76302594280520,-73.97209525108340
6839.15,21,27,2,1,0,107,0,4,0,81,30,3,0,1,1,40.764555,-73.973473
6847.02,57,33,0,0,0,75,0,10,1,162,8,2,1,0,10,40.7652654,-73.98192338
6847.05,57,30,0,1,0,90,0,8,0,164,11,2,1,0,9,40.764126,-73.980973
6854.05,12,18,7,1,1,102,16,12,0,177,1,1,0,0,7,40.76360467795860,-73.98917958140370
6860.12,22,31,2,1,3,81,14,16,0,91,13,5,0,2,0,40.76471851944340,-73.96222069859510
6865.03,0,18,0,0,0,0,0,6,0,13,0,2,0,0,0,40.7659,-73.930819
6873.01,0,15,0,0,0,7,0,1,0,4,0,0,0,1,0,40.76535380385870,-73.93986314535140
6876.04,29,27,1,0,0,88,4,4,0,85,19,1,0,0,4,40.76590936,-73.97634151
6884.03,44,29,0,0,0,72,0,10,1,148,8,2,1,0,10,40.765959181658000,-73.98313522338870
6889.12,3,23,2,1,3,73,19,14,0,64,3,10,0,0,1,40.76663814,-73.95348296
6890.01,0,23,6,1,2,64,23,7,0,88,1,3,0,0,4,40.76669671,-73.99061728
6890.06,0,19,8,1,1,63,28,6,0,114,1,2,1,0,5,40.76473420006520,-73.99194359779360
6896.16,18,33,1,1,3,79,14,15,0,82,24,4,0,2,0,40.76712840349540,-73.96224617958070
